team_id,team_name,club,event_age,gender,division,bracket,rating,flag,target_division,reason
253925,OK Energy FC 12B Red,Oklahoma Energy FC,U14,m,11v11 Bronze,Bracket B,,ranking-uncertain,,No ranking available
634238,FC Dallas East Texas 2014/15 G - Sabillon - BLUE,FC Dallas ETX,U12,f,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
644733,Titan Warriors 13B,Independent Teams - NTX,U13,m,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
631678,NTX Celtic 14G Holden,NTX Celtic FC,U12,f,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
635771,Solar 15B Molano PreECNL Red,Solar SC,U11,m,DS 9v9 Silver Elite,Bracket B,1504.26,ranking-uncertain,,Only 4 games in last 365d
79154,GLASA Roaring Lions 14G,GLASA,U12,f,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
529657,Coppell FC 18G Mobley Red,Coppell FC,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket A,1473.44,ranking-uncertain,,Only 3 games in last 365d
574776,Coppell FC 18G Mobley White,Coppell FC,U8,f,4v4 Bronze,Bracket A,1364.92,ranking-uncertain,,Only 0 games in last 365d
77860,Kernow Storm FC WTX B08 Lubbock,Kernow Storm FC,U18,m,DS 08-09,Bracket A,1564.11,ranking-uncertain,,Only 0 games in last 365d
138606,FC LEGENDS UTD 10/11B Red,FC LEGENDS UTD,U16,m,DS Bronze Crossover,Bracket B,,ranking-uncertain,,No ranking available
127580,Sting NPL NTX B13 Pitcock/C Rodriguez,Sting Soccer Club,U13,m,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
647985,Toros FC 2018/2019 Black,El Paso Premier League,U8,m,7v7 18s Silver,Bracket B,,ranking-uncertain,,No ranking available
643973,TOROS FC 2014 Black,El Paso Premier League,U12,m,9v9 Bronze,Bracket C,,ranking-uncertain,,No ranking available
693244,Toros FC 2016 Black,El Paso Premier League,U10,m,,,,ranking-uncertain,,No ranking available
686963,Toros FC 2017 Black,El Paso Premier League,U9,m,7v7 Silver,Bracket A,,ranking-uncertain,,No ranking available
10904,Colorado United 2010B Red,Colorado United,U16,m,DS Silver Crossover,Bracket B,,ranking-uncertain,,No ranking available
537196,BVB 17/18G Oldham,BVB International Academy Texas,U9,f,7v7 Silver,Bracket A,1498.10,ranking-uncertain,,Only 4 games in last 365d
709418,Solar North 16G,Solar SC,U11,f,9v9 DS Gold,Bracket A,1601.98,ranking-uncertain,,Only 0 games in last 365d
510811,Dallas Surf 14G East Silver,Dallas Surf,U12,f,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
330126,BVB 15G Black (Oldham),BVB International Academy Texas,U11,f,9v9 Silver,Bracket C,,ranking-uncertain,,No ranking available
138605,FC LEGENDS UTD 15B Black,FC LEGENDS UTD,U11,m,9v9 Bronze,Bracket C,,ranking-uncertain,,No ranking available
138604,FC LEGENDS UTD 15B Red,FC LEGENDS UTD,U11,m,9v9 Bronze II,Bracket C,,ranking-uncertain,,No ranking available
521584,U13 Boys Gold - GO,GFI Academy,U13,m,11v11 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
620286,Rayos 19B blue 4v4 A,Rayos FC,U7,m,Gold 4v4,Bracket B,,ranking-uncertain,,No ranking available
701410,Rayos 2019b Red,Rayos FC,U7,m,Bronze 4v4,Bracket B,1509.98,ranking-uncertain,,Only 0 games in last 365d
81641,Coppell FC 14B Williams Red,Coppell Youth SA,U13,m,11v11 Bronze 14s,Bracket A,,ranking-uncertain,,No ranking available
188365,Olympians SC 14B Red Chadbourn,Olympians SC,U13,m,11v11 Silver 14s,Bracket A,,ranking-uncertain,,No ranking available
579593,Sting Attack G17 D Sarmiento White,Sting Soccer Club,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket A,1615.70,ranking-uncertain,,Only 0 games in last 365d
96642,Dallas Surf 12G Black,Dallas Surf,U14,f,11v11 Bronze Crossover,Bracket B,,ranking-uncertain,,No ranking available
521596,U12 Boys Gold - GO,GFI Academy,U12,m,9v9 Bronze,Bracket A,,ranking-uncertain,,No ranking available
521605,U11 Boys Gold - GO,GFI Academy,U11,m,9v9 Bronze,Bracket A,,ranking-uncertain,,No ranking available
362201,Dallas Texans ECNL RL NTX G13,Dallas Texans,U13,f,11v11 Silver,Bracket B,,ranking-uncertain,,No ranking available
151346,Dutch Lions 12B PSV,Dutch FC,U14,m,11v11 Bronze,Bracket A,,ranking-uncertain,,No ranking available
147249,Dutch Lions 13B PSV,Dutch FC,U13,m,11v11 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
79663,Sting G14 Fuentes,Sting Soccer Club,U12,f,9v9 Bronze,Bracket A,,ranking-uncertain,,No ranking available
581666,Coerver United 17B Garcia,GLASA LEAGUE TEAM,U9,m,7v7 Silver,Bracket B,1498.69,ranking-uncertain,,Only 0 games in last 365d
511449,Sting ECNL RL NTX B12 Pitcock,Sting Soccer Club,U14,m,11v11 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
166088,14G McGregor,Evolution,U12,f,11v11 Bronze,Bracket A,,ranking-uncertain,,No ranking available
164913,15B McGregor,Evolution,U11,m,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
354518,Inter Dallas SC 09G,Dallas Inter Soccer Club,U17,f,HS 1,Bracket A,,ranking-uncertain,,No ranking available
134104,Coppell FC 15G Campanella White,Coppell Youth SA,U11,f,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
622312,BVB 14B Black East (Fritz),BVB International Academy Texas,U12,m,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
269189,Amarillo Rush 14G,Amarillo Rush SC,U12,f,11v11 Bronze,Bracket A,,ranking-uncertain,,No ranking available
646179,Sting B17 Ortiz,Sting Soccer Club,U10,m,9v9 17s,Bracket B,1527.85,ranking-uncertain,,Only 3 games in last 365d
166090,15G Moon,Evolution,U11,f,9v9 Silver,Bracket B,,ranking-uncertain,,No ranking available
501618,FC LEGENDS UTD 16B Black,FC LEGENDS UTD,U10,m,9v9 Bronze II Crossover,Bracket B,1587.88,move-up,9v9 Gold,Rating 1588 ≥ median of 9v9 Gold (1549)
392513,FC LEGENDS UTD 16B Red,FC LEGENDS UTD,U10,m,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
329562,FC LEGENDS UTD 17B Red,FC LEGENDS UTD,U9,m,7v7 Silver,Bracket A,1503.97,ranking-uncertain,,Only 0 games in last 365d
661305,Solar West 19G Richie,Solar SC,U7,f,4v4 2019s,Bracket A,,ranking-uncertain,,No ranking available
516424,Extreme FC 12G Reyes,Extreme FC,U14,f,11v11 Bronze Crossover,Bracket A,,ranking-uncertain,,No ranking available
508168,NTX Celtic FC Pre-ECNL B14 Brice,NTX Celtic FC,U13,m,11v11 Silver 14s,Bracket A,,ranking-uncertain,,No ranking available
510567,FC LEGENDS UTD 18B Red,FC LEGENDS UTD,U8,m,7v7 Bronze,Bracket C,,ranking-uncertain,,No ranking available
510864,FC Dallas Youth 17B Barrera,FC Dallas Youth,U9,m,7v7 Silver,Bracket B,1475.73,ranking-uncertain,,Only 1 games in last 365d
488204,Texas Warriors FC 15B Salas,Texas Warriors FC,U11,m,9v9 Silver,Bracket B,,ranking-uncertain,,No ranking available
658373,ISW Academy 18 Munoz,ISW Academy,U8,m,7v7 Bronze,Bracket B,1636.94,ranking-uncertain,,Only 0 games in last 365d
612677,Dallas Surf 15G North,Dallas Surf,U11,f,9v9 Silver,Bracket B,,ranking-uncertain,,No ranking available
514002,Texas LoneStars 14B,Texas LoneStars Soccer Club,U12,m,9v9 Bronze,Bracket C,,ranking-uncertain,,No ranking available
277190,Texas LoneStars 12B,Texas LoneStars Soccer Club,U14,m,11v11 Bronze,Bracket B,,ranking-uncertain,,No ranking available
535016,Pumas SC- 2013 Zam,Pumas SC NTX,U13,m,11v11 Gold,Bracket A,,ranking-uncertain,,No ranking available
129045,Atletico Dallas Youth 13B Reyes Central,Atletico Dallas Youth,U13,m,11v11 Bronze Crossover,Bracket B,,ranking-uncertain,,No ranking available
152293,Texas Spurs FC 12B,Texas Spurs,U14,m,11v11 Bronze II,Bracket C,,ranking-uncertain,,No ranking available
661810,Atletico Dallas Youth Central 18G Welge,Atletico Dallas Youth,U8,f,7v7 Silver,Bracket A,,ranking-uncertain,,No ranking available
148428,13B McMillian,Evolution,U14,m,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
628945,FC Dallas Youth 15G Navy,FC Dallas Youth,U11,f,9v9 Silver,Bracket C,,ranking-uncertain,,No ranking available
333895,GLASA CHEETAHS 16G,GLASA,U10,f,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
272284,Coppell FC 16B Reeck Red,Coppell Youth SA,U10,m,9v9 Gold,Bracket A,,ranking-uncertain,,No ranking available
390669,Atletico Dallas Youth FDL 09B Reyes,Atletico Dallas Youth,U17,m,DS Silver,Bracket A,,ranking-uncertain,,No ranking available
262456,Elite Premier FC 2010,Elite Premier FC,U16,m,DS Silver Crossover,Bracket A,,ranking-uncertain,,No ranking available
614628,Elite Premier FC 2014G,Elite Premier FC,U12,f,9v9 Bronze,Bracket A,,ranking-uncertain,,No ranking available
382244,Bulverde YSA Relentless SC '14,Bulverde YSA,U12,m,9v9 Bronze,Bracket C,,ranking-uncertain,,No ranking available
389072,Barca Academy Austin STXCL B12,Legends FC - San Antonio,U14,m,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
634544,Barça Academy Austin 14B Red,Legends FC - San Antonio,U12,m,9v9 Silver Crossover,Bracket A,,ranking-uncertain,,No ranking available
634545,Barça Academy Austin 14B Black,Legends FC - San Antonio,U12,m,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
406242,Barca Academy Austin 15/16B Blue,Hill Country FC / Barca Academy Austin,U11,m,Silver II,Bracket B,,ranking-uncertain,,No ranking available
645858,Coppell FC 19B Shabout Red,Coppell FC,U7,m,Silver 4v4,Bracket B,1485.47,ranking-uncertain,,Only 0 games in last 365d
105799,NTX Celtic FC ECNL RL NTX G09,NTX Celtic FC,U17,f,HS 1,Bracket A,,ranking-uncertain,,No ranking available
630965,Sting G16 Brady,Sting Soccer Club,U10,f,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
631035,Elite Premier FC 2015B,Elite Premier FC,U11,m,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
452635,Dallas Texans 2018 Girls Red Dallas,Dallas Texans,U8,f,7v7 Silver,Bracket B,1490.24,ranking-uncertain,,Only 3 games in last 365d
491040,Solar Pre ECNL G15 Naizer,Solar SC,U11,f,9v9 Silver,Bracket A,,ranking-uncertain,,No ranking available
654833,BVB 16B White (Kennedy),BVB International Academy Texas,U10,m,9v9 16s Silver,Bracket B,,ranking-uncertain,,No ranking available
645859,Coppell FC 19B Robicheaux White,Coppell FC,U7,m,Silver 4v4,Bracket A,1492.82,ranking-uncertain,,Only 3 games in last 365d
643624,OKC 405 FC 2016 G - Elite,OKC 405 FC,U10,f,9v9 DS Gold,Bracket B,,ranking-uncertain,,No ranking available
584552,Atletico Dallas Youth Dallas 18B O Rodriguez,Atletico Dallas Youth,U8,m,7v7 Bronze,Bracket C,,ranking-uncertain,,No ranking available
326480,Dutch Lions 12B Feyenoord,Dutch FC,U14,m,11v11 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
656212,Sharks FC,Independent Teams - NTX,U9,m,7v7 Bronze II,Bracket B,1434.05,ranking-uncertain,,Only 0 games in last 365d
151489,FC Dallas El Paso 2011,El Paso Premier League,U15,m,DS Silver,Bracket A,,ranking-uncertain,,No ranking available
492976,Solar South 11G Cameron,Solar SC,U15,f,Silver Elite Crossover,Bracket A,,ranking-uncertain,,No ranking available
685328,FC Dallas 2017 Pre MLS Academy,,U10,m,9v9 Gold,Bracket A,1548.97,ranking-uncertain,,Only 0 games in last 365d
698904,FC Dallas North Academy 2017,FC Dallas,U10,m,9v9 17s,Bracket A,1564.78,ranking-uncertain,,Only 0 games in last 365d
691655,NTX United FC 2015/16B Guibert,NTX United FC,U11,m,Silver II,Bracket A,1489.34,ranking-uncertain,,Only 0 games in last 365d
644115,NTX United FC 2019B Guibert,NTX United FC,U7,m,Bronze 4v4,Bracket B,1500.44,ranking-uncertain,,Only 4 games in last 365d
654209,Solar South 12G Cameron RLNTX,Solar SC,U14,f,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
81616,Coppell FC 13B Shirazi White,Coppell Youth SA,U13,m,11v11 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
206710,ETX United 12G,East Texas United SC,U14,f,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
494025,Atletico Dallas Youth 15B Brandt,Atletico Dallas Youth,U11,m,9v9 Silver,Bracket C,,ranking-uncertain,,No ranking available
635332,FC Dallas Youth 17G Niehoff,FC Dallas Youth,U10,f,9v9 17s,Bracket A,1560.75,ranking-uncertain,,Only 4 games in last 365d
567395,NTX United FC 2011B Paice,NTX United FC,U15,m,DS Silver,Bracket B,1525.89,ranking-uncertain,,Only 0 games in last 365d
383332,FC Dallas Youth Pre-ECNL 15G Avant West,FC Dallas Youth,U11,f,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
517375,SPD FC 14B Black,SPD FC,U12,m,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
380586,Frisco Fusion 15B Blue,Frisco Fusion,U11,m,Silver II,Bracket A,,ranking-uncertain,,No ranking available
550321,Frisco Fusion 15G Blue,Frisco Fusion,U11,f,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
646537,Avanti SA ECNL RL B13,Avanti Soccer Academy,U13,m,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
517372,SPD FC 13B Red,SPD FC,U13,m,11v11 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
415277,FCD ETX Palestine 15/16B,FC Dallas ETX,U11,m,9v9 Silver,Bracket B,,ranking-uncertain,,No ranking available
543663,Solar 16G Tremblay,Solar SC,U10,f,9v9 Silver,Bracket A,,ranking-uncertain,,No ranking available
268555,Athens Futbol Club 12B,Athens Futbol Club,U14,m,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
99024,FC LEGENDS UTD 13B Red,FC LEGENDS UTD,U13,m,11v11 Gold,Bracket A,,ranking-uncertain,,No ranking available
496326,North Texas Elite 18B Flores,North Texas Elite SC,U9,m,18s,Bracket A,,ranking-uncertain,,No ranking available
511727,Solar 17B Tremblay,Solar SC,U9,m,7v7 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
655787,The Hive,The Hive,U11,f,9v9 Bronze,Bracket A,,ranking-uncertain,,No ranking available
538511,Texas Warriors FC 10B - NPL NTX Foster,Texas Warriors FC,U16,m,DS Silver Crossover,Bracket A,,ranking-uncertain,,No ranking available
633473,Pegasus Futbol 2013G,Pegasus Futbol,U13,f,11v11 Bronze,Bracket C,,ranking-uncertain,,No ranking available
703019,Pegasus Futbol 2015,Pegasus Futbol,U11,m,9v9 Bronze,Bracket B,1538.02,ranking-uncertain,,Only 0 games in last 365d
626056,Pegasus Futbol 2013,Pegasus Futbol,U13,m,11v11 Bronze Crossover,Bracket A,,ranking-uncertain,,No ranking available
492975,Solar South 10G Cameron,Solar SC,U16,f,HS 1,Bracket A,,ranking-uncertain,,No ranking available
209098,Dallas Cosmos 13G Red,Dallas Cosmos Soccer Club,U13,f,11v11 Bronze,Bracket C,,ranking-uncertain,,No ranking available
410175,Dallas Cosmos 16G Black,Dallas Cosmos Soccer Club,U10,f,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
293968,Dallas Cosmos 16B White,Dallas Cosmos Soccer Club,U10,m,9v9 16s Silver,Bracket B,1501.88,ranking-uncertain,,Only 0 games in last 365d
164899,12B Giurgila,Evolution,U14,m,11v11 Bronze II,Bracket C,,ranking-uncertain,,No ranking available
163527,13B Giurgila,Evolution,U13,m,11v11 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
419884,17B McGregor (Black),Evolution,U9,m,7v7 Bronze II,Bracket A,1496.84,ranking-uncertain,,Only 2 games in last 365d
451850,Fever United 11B Jacobo,Fever United,U15,m,DS Bronze,Bracket A,1510.26,ranking-uncertain,,Only 0 games in last 365d
107876,Solar 09G Megli,Solar SC,U17,f,HS 1,Bracket A,,ranking-uncertain,,No ranking available
612374,Texas Warriors FC 15G - Salas,Texas Warriors FC,U11,f,9v9 Silver,Bracket C,,ranking-uncertain,,No ranking available
193618,Texas Warriors FC 15B Black,Texas Warriors FC,U11,m,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
77672,Midlothian Premier FC 2012 Girls,Midlothian Premier FC,U14,f,11v11 Bronze Crossover,Bracket B,,ranking-uncertain,,No ranking available
279157,Metro West Wolves 16B Thiem,Metro West SC,U10,m,9v9 16s Silver Elite,Bracket B,,ranking-uncertain,,No ranking available
499346,OK Energy FC 14B White,Oklahoma Energy FC,U13,m,11v11 Silver 14s,Bracket B,1532.91,ranking-uncertain,,Only 0 games in last 365d
528941,Legacy United FC 12B - Mininni,Legacy United FC,U14,m,11v11 Bronze,Bracket A,,ranking-uncertain,,No ranking available
518517,Solar 10G Megli GCL,Solar SC,U16,f,HS 2,Bracket A,,ranking-uncertain,,No ranking available
550627,Liverpool FC Dallas 2016B,Liverpool FC Texas,U10,m,9v9 Bronze II Crossover,Bracket A,,ranking-uncertain,,No ranking available
657201,Trinity FC - Castillo 17/18,Independent Teams - NTX,U9,m,7v7 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
582558,Current Elite 19G,Current Elite 2019G,U8,f,4v4 Bronze,Bracket B,1496.24,ranking-uncertain,,Only 0 games in last 365d
441885,Soccerplex United 16B,Soccerplex United,U10,m,9v9 16s Silver,Bracket B,,ranking-uncertain,,No ranking available
152149,Royal Peak FC 2015 White,Royal Peak FC,U11,m,Silver II,Bracket C,,ranking-uncertain,,No ranking available
296905,Dallas Texans 2018 Boys Dallas Rojas,Dallas Texans,U9,m,18s,Bracket A,1522.83,ranking-uncertain,,Only 0 games in last 365d
333287,Dallas Texans 2017 Boys Dallas Rojas,Dallas Texans,U10,m,9v9 17s,Bracket A,,ranking-uncertain,,No ranking available
65147,Fever United 14B Mee,Fever United,U13,m,11v11 Bronze 14s,Bracket A,,ranking-uncertain,,No ranking available
81643,Coppell FC 14B Gee White,Coppell Youth SA,U12,m,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
513133,Coppell FC 11B Gee Grey,Coppell Youth SA,U15,m,DS Bronze,Bracket A,,ranking-uncertain,,No ranking available
521835,Kernow Storm FC G16 Pre-ECNL Nelson,Kernow Storm FC,U10,f,9v9 DS Gold,Bracket B,,ranking-uncertain,,No ranking available
83004,FC Dallas Youth North NPL NTX B10,FC Dallas Youth,U16,m,DS Bronze Crossover,Bracket A,,ranking-uncertain,,No ranking available
388334,FC Dallas Youth North NPL NTX B12,FC Dallas Youth,U14,m,11v11 Bronze,Bracket C,,ranking-uncertain,,No ranking available
334941,Dallas Cosmos 15G White,Dallas Cosmos Soccer Club,U11,f,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
410178,Dallas Cosmos 14G Red,Dallas Cosmos Soccer Club,U12,f,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
293967,Dallas Cosmos 16B Black,Dallas Cosmos Soccer Club,U10,m,9v9 16s Silver Elite,Bracket B,1476.81,ranking-uncertain,,Only 0 games in last 365d
293964,Dallas Cosmos 15B Black,Dallas Cosmos Soccer Club,U11,m,9v9 Silver,Bracket A,,ranking-uncertain,,No ranking available
293304,Dallas Cosmos 14G White,Dallas Cosmos Soccer Club,U12,f,9v9 Bronze,Bracket A,,ranking-uncertain,,No ranking available
410384,Dallas Cosmos 17B Black,Dallas Cosmos Soccer Club,U9,m,7v7 Silver,Bracket A,1500.72,ranking-uncertain,,Only 0 games in last 365d
159269,Avanti Soccer Academy 13B Blue,Avanti Soccer Academy,U13,m,11v11 Bronze Crossover,Bracket A,,ranking-uncertain,,No ranking available
276187,Dallas Legends Panthers 17B,Dallas Legends,U9,m,7v7 Bronze II,Bracket B,1420.69,ranking-uncertain,,Only 0 games in last 365d
79069,GLASA Thunderbirds 14B,GLASA,U12,m,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
552488,Solar 17G Jenkins,Solar SC,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket B,1464.97,ranking-uncertain,,Only 0 games in last 365d
70461,Victory SC 2010 Girls Black,Victory SC,U16,f,HS 1,Bracket A,1452.82,ranking-uncertain,,Only 0 games in last 365d
54442,FC Dallas-High Plains 2013 Girls Red,FC Dallas High Plains,U13,f,Dallas Showcase Super Group 13s,Bracket A,,ranking-uncertain,,No ranking available
631542,Coppell FC 15B Williams White,Coppell Youth SA,U11,m,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
585645,IRVING SPIRIT 18 GR,Irving Soccer Association,U8,f,4v4 Recreational,Bracket A,,ranking-uncertain,,No ranking available
707563,Atletico Dallas Youth 17/18B Central,Atletico Dallas Youth,U9,m,7v7 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
661697,Atletico Dallas Youth 18B Blue,Atletico Dallas Youth,U8,m,7v7 Bronze,Bracket B,,ranking-uncertain,,No ranking available
583341,Dallas Texans 2020 Girls Dallas,Dallas Texans,U7,f,4v4 2019s,Bracket A,,ranking-uncertain,,No ranking available
564769,Real Madrid,Cooke County SA,U10,m,,,,ranking-uncertain,,No ranking available
634732,Sting G16 Doan,Sting Soccer Club,U10,f,9v9 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
643062,Solar 11B Volkan NPLNTX,Solar SC,U15,m,DS Bronze,Bracket B,,ranking-uncertain,,No ranking available
523885,Dallas Texans 2017 Boys South,Dallas Texans,U10,m,9v9 17s,Bracket A,1544.22,ranking-uncertain,,Only 0 games in last 365d
523891,Dallas Texans 2017 Boys Red South,Dallas Texans,U10,m,9v9 Bronze II Crossover,Bracket A,1505.84,ranking-uncertain,,Only 0 games in last 365d
633260,FC Forney 2014B,FC Forney,U12,m,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
94680,10B Scannell,Evolution,U16,m,DS Silver Crossover,Bracket B,,ranking-uncertain,,No ranking available
161859,14B Sinnott,Evolution,U13,m,11v11 Bronze 14s,Bracket A,,ranking-uncertain,,No ranking available
166772,15B Sinnott,Evolution,U11,m,9v9 Bronze II,Bracket C,,ranking-uncertain,,No ranking available
297208,Fever United 16B Tovar,Fever United,U10,m,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
456819,GLASA Jaguars 18B,GLASA,U8,m,4v4 Bronze,Bracket A,,ranking-uncertain,,No ranking available
634179,FC Dallas Youth 19G / 20G - Frayre,FC Dallas Youth,U7,f,4v4 2019s,Bracket A,,ranking-uncertain,,No ranking available
489195,Solar SW 15B Garcia.S White,Solar SC,U11,m,9v9 Bronze II,Bracket A,1462.14,ranking-uncertain,,Only 1 games in last 365d
538015,FCP Dynamos 12B,FCP Dynamos,U14,m,11v11 Bronze,Bracket B,,ranking-uncertain,,No ranking available
567225,GLASA Lake City Elite 16B,GLASA,U10,m,,,,ranking-uncertain,,No ranking available
552600,American Tornadoes,American Tornadoes,U7,m,Bronze 4v4,Bracket A,1491.81,ranking-uncertain,,Only 0 games in last 365d
385933,FC Dallas Youth Pre ECNL B15 Malik,FC Dallas Youth,U11,m,9v9 Silver,Bracket C,,ranking-uncertain,,No ranking available
530905,Soccerplex United 16/17G Red,Soccerplex United,U10,f,9v9 Silver,Bracket B,,ranking-uncertain,,No ranking available
645936,Dallas Texans 2019 Girls East,Dallas Texans,U8,f,7v7 Silver,Bracket B,1456.32,move-down,7v7 Bronze,Rating 1456 ≤ median of 7v7 Bronze (1474)
508863,LC United 15B White Lyle,LC United,U11,m,9v9 Bronze,Bracket C,,ranking-uncertain,,No ranking available
703183,Dallas Texans 2019 Girls Red East,Dallas Texans,U7,f,4v4 2019s,Bracket A,,ranking-uncertain,,No ranking available
283774,Tyler FC 15B,Tyler FC,U11,m,DS 9v9 Silver Elite,Bracket B,1534.94,ranking-uncertain,,Only 0 games in last 365d
407081,Tyler FC 18B,Tyler FC,U9,m,18s,Bracket A,1508.09,ranking-uncertain,,Only 2 games in last 365d
536481,Tyler FC 19B,Tyler FC,U8,m,7v7 18s Silver,Bracket A,1530.97,ranking-uncertain,,Only 3 games in last 365d
638734,Frisco Fusion 13G Red,Frisco Fusion,U13,f,11v11 Bronze,Bracket C,,ranking-uncertain,,No ranking available
148172,Southern Soccer 14B,Southern Soccer,U12,m,9v9 Bronze,Bracket A,,ranking-uncertain,,No ranking available
385932,FC Dallas Youth Pre ECNL B15,FC Dallas Youth,U11,m,9v9 Silver,Bracket A,,ranking-uncertain,,No ranking available
204509,FC Dallas Pre ECNL B15 Raine,FC Dallas Youth,U11,m,DS 9v9 Silver Elite,Bracket A,,ranking-uncertain,,No ranking available
96926,Coppell FC 09G Sansom,Coppell Youth SA,U17,f,HS 1,Bracket B,,ranking-uncertain,,No ranking available
625815,Dallas Surf 13G Central,Dallas Surf,U13,f,11v11 Silver,Bracket A,,ranking-uncertain,,No ranking available
576495,FC Dallas Youth 18G Herrera,FC Dallas Youth,U8,f,7v7 Silver,Bracket B,1505.70,ranking-uncertain,,Only 0 games in last 365d
625834,Dallas Surf 15G Black,Dallas Surf,U11,f,9v9 Bronze II,Bracket B,,ranking-uncertain,,No ranking available
121665,Bravos Academy 10B (Garcia),FC JUAREZ DALLAS,U17,m,DS Silver,Bracket A,,ranking-uncertain,,No ranking available
116698,Dallas Legacy 08B Arroyo,Dallas Legacy,U18,m,DS 08-09,Bracket A,,ranking-uncertain,,No ranking available
116701,Dallas Legacy 09G Arroyo,Dallas Legacy,U17,f,HS 1,Bracket B,,ranking-uncertain,,No ranking available
656517,Sting B19 Guess,Sting Soccer Club,U7,m,Silver 4v4,Bracket A,,ranking-uncertain,,No ranking available
111354,Steel United TX MSA 08G Elite,Steel United Texas,U19,f,Gold,Bracket B,,ranking-uncertain,,No ranking available
444455,Coppell FC 16B Williams White,Coppell Youth SA,U10,m,9v9 Bronze II Crossover,Bracket C,1413.15,ranking-uncertain,,Only 0 games in last 365d
336332,GLASA Hulk Smash 15B,GLASA,U11,m,,,1486.57,ranking-uncertain,,Only 0 games in last 365d
77208,TAG 09B Black,TAG Soccer,U17,m,Bracket B,Bracket A,,ranking-uncertain,,No ranking available
129701,Villarreal NTX 11B Yellow Vargas,Villarreal NTX,U15,m,DS Silver,Bracket A,,ranking-uncertain,,No ranking available
140117,BVB 15B PreECNL Black East (Contreras),BVB International Academy Texas,U11,m,Silver II,Bracket C,,ranking-uncertain,,No ranking available
261335,FC Dallas Youth Pre ECNL B14 Bailey,FC Dallas Youth,U13,m,11v11 Silver 14s,Bracket B,,ranking-uncertain,,No ranking available
131542,IRVING TEXAS HEAT 14 GR,Irving Soccer Association,U12,f,,,,ranking-uncertain,,No ranking available
631113,Solar SW 14B Gallegos PreECNL,Solar SC,U13,m,11v11 Silver 14s,Bracket B,,ranking-uncertain,,No ranking available
526884,Legacy United FC 17B,Legacy United FC,U9,m,7v7 Bronze Crossover,Bracket A,1458.77,ranking-uncertain,,Only 0 games in last 365d
489179,Legacy United FC 14B - Juarez,Legacy United FC,U12,m,9v9 Bronze,Bracket B,,ranking-uncertain,,No ranking available
130687,Legacy United FC 13B,Legacy United FC,U13,m,11v11 Bronze II,Bracket A,,ranking-uncertain,,No ranking available
521491,Atlético Dallas youth NPL NTX 12B HERNANDEZ-WTX,Atletico Dallas Youth,U15,m,DS Bronze,Bracket B,,ranking-uncertain,,No ranking available
