team_id,team_name,club,event_age,gender,division,bracket,coverage,games_365,distinct_opponents,last_game_date,rating,in_db
729412,Dallas Cosmos 15G Red,Dallas Cosmos Soccer Club,U11,f,9v9 Bronze II,Bracket B,MISSING,0,0,,,no
293967,Dallas Cosmos 16B Black,Dallas Cosmos Soccer Club,U10,m,9v9 16s Silver Elite,Bracket B,RED,0,0,,1476.81,yes
293964,Dallas Cosmos 15B Black,Dallas Cosmos Soccer Club,U11,m,9v9 Silver,Bracket A,RED,0,0,,,yes
293304,Dallas Cosmos 14G White,Dallas Cosmos Soccer Club,U12,f,9v9 Bronze,Bracket A,RED,0,0,,,yes
410384,Dallas Cosmos 17B Black,Dallas Cosmos Soccer Club,U9,m,7v7 Silver,Bracket A,RED,0,0,,1500.72,yes
159269,Avanti Soccer Academy 13B Blue,Avanti Soccer Academy,U13,m,11v11 Bronze Crossover,Bracket A,RED,0,0,,,yes
276187,Dallas Legends Panthers 17B,Dallas Legends,U9,m,7v7 Bronze II,Bracket B,RED,0,0,,1420.69,yes
79069,GLASA Thunderbirds 14B,GLASA,U12,m,9v9 Bronze II,Bracket A,GREEN,15,9,2026-04-26,,yes
552488,Solar 17G Jenkins,Solar SC,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket B,RED,0,0,,1464.97,yes
409517,GLASA Fireballs 17B,GLASA,U9,m,7v7 Recreational,Bracket A,MISSING,0,0,,,no
70461,Victory SC 2010 Girls Black,Victory SC,U16,f,HS 1,Bracket A,RED,0,0,,1452.82,yes
54442,FC Dallas-High Plains 2013 Girls Red,FC Dallas High Plains,U13,f,Dallas Showcase Super Group 13s,Bracket A,RED,0,0,,,yes
631542,Coppell FC 15B Williams White,Coppell Youth SA,U11,m,9v9 Bronze II,Bracket A,RED,1,1,2025-05-03,,yes
585645,IRVING SPIRIT 18 GR,Irving Soccer Association,U8,f,4v4 Recreational,Bracket A,RED,3,3,2025-11-30,,yes
707563,Atletico Dallas Youth 17/18B Central,Atletico Dallas Youth,U9,m,7v7 Bronze II,Bracket B,RED,0,0,,,yes
661697,Atletico Dallas Youth 18B Blue,Atletico Dallas Youth,U8,m,7v7 Bronze,Bracket B,RED,0,0,,,yes
583341,Dallas Texans 2020 Girls Dallas,Dallas Texans,U7,f,4v4 2019s,Bracket A,RED,0,0,,,yes
564769,Real Madrid,Cooke County SA,U10,m,,,YELLOW,7,6,2026-04-26,,yes
634732,Sting G16 Doan,Sting Soccer Club,U10,f,9v9 Bronze II,Bracket A,RED,3,3,2026-04-13,,yes
643062,Solar 11B Volkan NPLNTX,Solar SC,U15,m,DS Bronze,Bracket B,GREEN,11,8,2026-03-29,,yes
523885,Dallas Texans 2017 Boys South,Dallas Texans,U10,m,9v9 17s,Bracket A,RED,0,0,,1544.22,yes
523891,Dallas Texans 2017 Boys Red South,Dallas Texans,U10,m,9v9 Bronze II Crossover,Bracket A,RED,0,0,,1505.84,yes
633260,FC Forney 2014B,FC Forney,U12,m,9v9 Bronze II,Bracket B,RED,4,4,2026-02-15,,yes
94680,10B Scannell,Evolution,U16,m,DS Silver Crossover,Bracket B,RED,0,0,,,yes
161859,14B Sinnott,Evolution,U13,m,11v11 Bronze 14s,Bracket A,RED,0,0,,,yes
166772,15B Sinnott,Evolution,U11,m,9v9 Bronze II,Bracket C,RED,0,0,,,yes
297208,Fever United 16B Tovar,Fever United,U10,m,9v9 Bronze,Bracket B,RED,0,0,,,yes
456819,GLASA Jaguars 18B,GLASA,U8,m,4v4 Bronze,Bracket A,YELLOW,7,7,2026-03-24,,yes
634179,FC Dallas Youth 19G / 20G - Frayre,FC Dallas Youth,U7,f,4v4 2019s,Bracket A,RED,3,2,2026-04-26,,yes
489195,Solar SW 15B Garcia.S White,Solar SC,U11,m,9v9 Bronze II,Bracket A,RED,1,1,2025-11-20,1462.14,yes
538015,FCP Dynamos 12B,FCP Dynamos,U14,m,11v11 Bronze,Bracket B,RED,0,0,,,yes
567225,GLASA Lake City Elite 16B,GLASA,U10,m,,,RED,0,0,,,yes
552600,American Tornadoes,American Tornadoes,U7,m,Bronze 4v4,Bracket A,RED,0,0,,1491.81,yes
636126,Dutch Lions 14B AZ,Dutch FC,U12,m,9v9 Bronze II,Bracket B,MISSING,0,0,,,no
385933,FC Dallas Youth Pre ECNL B15 Malik,FC Dallas Youth,U11,m,9v9 Silver,Bracket C,RED,0,0,,,yes
530905,Soccerplex United 16/17G Red,Soccerplex United,U10,f,9v9 Silver,Bracket B,YELLOW,21,16,2026-02-18,,yes
645936,Dallas Texans 2019 Girls East,Dallas Texans,U8,f,7v7 Silver,Bracket B,YELLOW,6,6,2026-04-12,1456.32,yes
508863,LC United 15B White Lyle,LC United,U11,m,9v9 Bronze,Bracket C,RED,0,0,,,yes
703183,Dallas Texans 2019 Girls Red East,Dallas Texans,U7,f,4v4 2019s,Bracket A,RED,0,0,,,yes
283774,Tyler FC 15B,Tyler FC,U11,m,DS 9v9 Silver Elite,Bracket B,RED,0,0,,1534.94,yes
407081,Tyler FC 18B,Tyler FC,U9,m,18s,Bracket A,RED,2,2,2025-11-23,1508.09,yes
536481,Tyler FC 19B,Tyler FC,U8,m,7v7 18s Silver,Bracket A,RED,3,3,2026-04-13,1530.97,yes
638734,Frisco Fusion 13G Red,Frisco Fusion,U13,f,11v11 Bronze,Bracket C,RED,0,0,,,yes
148172,Southern Soccer 14B,Southern Soccer,U12,m,9v9 Bronze,Bracket A,RED,0,0,,,yes
385932,FC Dallas Youth Pre ECNL B15,FC Dallas Youth,U11,m,9v9 Silver,Bracket A,RED,0,0,,,yes
204509,FC Dallas Pre ECNL B15 Raine,FC Dallas Youth,U11,m,DS 9v9 Silver Elite,Bracket A,RED,2,1,2026-04-26,,yes
96926,Coppell FC 09G Sansom,Coppell Youth SA,U17,f,HS 1,Bracket B,RED,0,0,,,yes
625815,Dallas Surf 13G Central,Dallas Surf,U13,f,11v11 Silver,Bracket A,RED,0,0,,,yes
576495,FC Dallas Youth 18G Herrera,FC Dallas Youth,U8,f,7v7 Silver,Bracket B,RED,0,0,,1505.70,yes
625834,Dallas Surf 15G Black,Dallas Surf,U11,f,9v9 Bronze II,Bracket B,RED,0,0,,,yes
121665,Bravos Academy 10B (Garcia),FC JUAREZ DALLAS,U17,m,DS Silver,Bracket A,RED,0,0,,,yes
116698,Dallas Legacy 08B Arroyo,Dallas Legacy,U18,m,DS 08-09,Bracket A,RED,0,0,,,yes
116701,Dallas Legacy 09G Arroyo,Dallas Legacy,U17,f,HS 1,Bracket B,RED,0,0,,,yes
656517,Sting B19 Guess,Sting Soccer Club,U7,m,Silver 4v4,Bracket A,RED,0,0,,,yes
111354,Steel United TX MSA 08G Elite,Steel United Texas,U19,f,Gold,Bracket B,RED,0,0,,,yes
444455,Coppell FC 16B Williams White,Coppell Youth SA,U10,m,9v9 Bronze II Crossover,Bracket C,RED,0,0,,1413.15,yes
500576,Dallas Surf 14G East Wave,Dallas Surf,U12,f,9v9 Bronze II,Bracket A,MISSING,0,0,,,no
336332,GLASA Hulk Smash 15B,GLASA,U11,m,,,RED,0,0,,1486.57,yes
77208,TAG 09B Black,TAG Soccer,U17,m,Bracket B,Bracket A,RED,0,0,,,yes
129701,Villarreal NTX 11B Yellow Vargas,Villarreal NTX,U15,m,DS Silver,Bracket A,RED,0,0,,,yes
140117,BVB 15B PreECNL Black East (Contreras),BVB International Academy Texas,U11,m,Silver II,Bracket C,RED,0,0,,,yes
261335,FC Dallas Youth Pre ECNL B14 Bailey,FC Dallas Youth,U13,m,11v11 Silver 14s,Bracket B,RED,0,0,,,yes
131542,IRVING TEXAS HEAT 14 GR,Irving Soccer Association,U12,f,,,GREEN,15,15,2026-04-18,,yes
631113,Solar SW 14B Gallegos PreECNL,Solar SC,U13,m,11v11 Silver 14s,Bracket B,RED,0,0,,,yes
526884,Legacy United FC 17B,Legacy United FC,U9,m,7v7 Bronze Crossover,Bracket A,RED,0,0,,1458.77,yes
489179,Legacy United FC 14B - Juarez,Legacy United FC,U12,m,9v9 Bronze,Bracket B,RED,0,0,,,yes
130687,Legacy United FC 13B,Legacy United FC,U13,m,11v11 Bronze II,Bracket A,RED,0,0,,,yes
521491,Atlético Dallas youth NPL NTX 12B HERNANDEZ-WTX,Atletico Dallas Youth,U15,m,DS Bronze,Bracket B,RED,0,0,,,yes
82996,FC Dallas Youth Navy ECNL RL NTX B13,FC Dallas Youth,U13,m,11v11 Silver,Bracket A,RED,0,0,,,yes
284420,Atletico Dallas Youth ECNL RL NTX BLUE 08/07B HERNANDEZ-WTX,Atletico Dallas Youth,U17,m,,,MISSING,0,0,,,no
131519,IRVING WILD CATS 12 GR,Irving Soccer Association,U14,f,,,MISSING,0,0,,,no
625839,Dallas Surf 15G Central,Dallas Surf,U11,f,,,RED,0,0,,,yes
83012,FC Dallas Youth White ECNL RL NTX G10,FC Dallas Youth,U16,f,HS 1,Bracket A,RED,0,0,,,yes
80236,07G GARCIA (TXN),DKSC,U19,f,Gold,Bracket A,MISSING,0,0,,,no
